"project_id"	"source_id"	"headline"	"agency"	"date"
13307	5107	"China agrees to let Seychelles pay 47.5m dollar debt over 20 years"	"BBC Monitoring Africa"	"21 April 2011"
1150	2391	"China agrees to let Seychelles pay 47.5m dollar debt over 20 years"	"BBC Monitoring Africa"	"21 April 2011"
2128	4151	"China agrees to provide Zambia with maize, fertilizer."	"BBC Monitoring Asia Pacific - Political"	"14 August 2002"
2127	4149	"China agrees to provide Zambia with maize, fertilizer."	"BBC Monitoring Asia Pacific - Political"	"14 August 2002"
778	1703	"China aids Malawi in construction of parliament building"	"BBC Monitoring Asia Pacific"	"19 February 2009"
14235	5211	"China aims to deepen cooperation with Uganda in infrastructure, energy sectors"	"BBC Monitoring Asia Pacific"	"24 December 2010"
2348	4530	"China Aluminium to close, ends Guinea investment"	"Reuters News"	"26 July 2006"
563	1301	"China and Egypt to make drills under joint venture"	"Industry Updates"	"1 June 2007"
573	1318	"China and Eritrea Sign Economic and Trade Deal"	"Global Insight Daily Analysis"	"12 January 2007"
3	6	"China and EU to finance the upgrading of Mauritanian ports."	"Lloyd's List"	"12 May 2008"
1970	3869	"China and EU to finance the upgrading of Mauritanian ports."	"Lloyd's List"	"12 May 2008"
1768	3519	"China and Ghana Sign Financing Deal for Bui HEP"	"Global Insight Daily Analysis"	"26 September 2008"
183	479	"China and Ghana Sign Financing Deal for Bui HEP"	"Global Insight Daily Analysis"	"26 September 2008"
2437	4715	"China and Ghana Sign Financing Deal for Bui HEP"	"Global Insight Daily Analysis"	"26 September 2008"
2438	4718	"China and Ghana Sign Financing Deal for Bui HEP"	"Global Insight Daily Analysis"	"26 September 2008"
13823	5169	"China and Guinean Government Sign USD526-Mil. Hydroelectric Agreement"	"IHS Global Insight Daily Analysis"	"15 August 2011"
2397	7027	"China and Guinean Government Sign USD526-Mil. Hydroelectric Agreement"	"IHS Global Insight Daily Analysis"	"15 August 2011"
14681	5253	"China and Japan Announce Loans to Uganda for Infrastructure Investment"	"IHS Global Insight Daily Analysis"	"2 November 2010"
406	957	"China and Japan take military rivalry to Djibouti"	"New African"	"8 July 2010"
1086	2240	"CHINA AND LIBYA"	"The Washington Times"	"21 January 2000"
1083	2236	"CHINA AND LIBYA"	"The Washington Times"	"21 January 2000"
16051	5410	"China and South Africa will be Participating in Exchange Programmes"	"LiquidAfrica Holding Limited"	"15 July 2004"
2445	4729	"China and Sudan agree to two agriculture partnerships"	"Sudan Tribune"	"19 June 2009"
2443	4724	"China and Sudan agree to two agriculture partnerships"	"Sudan Tribune"	"19 June 2009"
2442	4723	"China and Sudan agree to two agriculture partnerships"	"Sudan Tribune"	"19 June 2009"
2446	4730	"China and Sudan agree to two agriculture partnerships"	"Sudan Tribune"	"19 June 2009"
2444	4726	"China and Sudan agree to two agriculture partnerships"	"Sudan Tribune"	"19 June 2009"
2159	4219	"China and Sudan Sign 3 Agreements on Joint Oil Development."	"China Chemical Reporter""http://www.ccr.com.cn [http://www.ccr.com.cn]"	"16 September 2003"
2160	4220	"China and Sudan Sign 3 Agreements on Joint Oil Development."	"China Chemical Reporter""http://www.ccr.com.cn [http://www.ccr.com.cn]"	"16 September 2003"
430	1007	"China Announces US $5.7 Million Grant for Reconstruction"		"21 November 2003"
16303	7171	"China approves Sinosteel-Samancor joint venture"	"Reuters News"	"19 December 2006"
164	422	"China approves Sinosteel’s stake in Zimbabwe chrome producer"	"www.steelbb.com [http://www.steelbb.com]"	"17 October 2007"
1463	2937	"China backs Ethiopian rail project"	"New Zealand Transport Intelligence Briefing"	"1 December 2011"
12199	4996	"China backs Uganda's free trade zone plan.."	"ISI Emerging Markets Africawire"	"17 December 2008"
1079	2225	"China bank lends $18 mln for Malian cement project."	"Reuters News"	"21 March 2000"
810	1758	"China Bank to Fund Plan for Housing"	"All Africa"	"7 November 2006"
809	1750	"China Bank to Fund Plan for Housing"	"All Africa"	"7 November 2006"
811	1761	"China Bank to Fund Plan for Housing"	"All Africa"	"7 November 2006"
17577	5689	"China Blasts Sanctions"	"LiquidAfrica Holding Limited"	"4 November 2004"
17584	5693	"China Blasts Sanctions"	"LiquidAfrica Holding Limited"	"4 November 2004"
17616	5698	"China Blasts Sanctions"	"LiquidAfrica Holding Limited"	"4 November 2004"
180	469	"China Blasts Sanctions"	"LiquidAfrica Holding Limited"	"4 November 2004"
17650	5706	"China Blasts Sanctions"	"LiquidAfrica Holding Limited"	"4 November 2004"
25227	6822	"China Blasts Sanctions"	"LiquidAfrica Holding Limited"	"4 November 2004"
17158	5628	"China Blasts Sanctions"	"LiquidAfrica Holding Limited"	"4 November 2004"
17606	5697	"China Blasts Sanctions"	"LiquidAfrica Holding Limited"	"4 November 2004"
17551	5687	"China Blasts Sanctions"	"LiquidAfrica Holding Limited"	"4 November 2004"
17592	5696	"China Blasts Sanctions"	"LiquidAfrica Holding Limited"	"4 November 2004"
17568	5688	"China Blasts Sanctions"	"LiquidAfrica Holding Limited"	"4 November 2004"
2225	4313	"China Boosts Agriculture."	"All Africa"	"12 July 2003"
16675	5542	"China boosts business links with S Africa"	"Financial Times (FT.Com)"	"12 May 2010"
1242	2558	"China Boosts Country Projects"	"All Africa"	"17 December 2007"
1235	2544	"China Boosts Country Projects"	"All Africa"	"17 December 2007"
1241	2557	"China Boosts Country Projects"	"All Africa"	"17 December 2007"
2263	4384	"China Boosts FBC, Njala and Others"	"All Africa"	"15 April 2010"
1525	3038	"China boosts fertilizer production in Nigeria"	"BBC Monitoring Africa"	"9 September 2003"
1935	3804	"China Boosts Tazara Operations"	"All Africa"	"16 March 2012"
2345	4526	"China Boosts Tazara Operations"	"All Africa"	"16 March 2012"
2307	4466	"China boosts Zambia mining investments to $900 mln"	"Reuters News"	"23 May 2007"
1130	2340	"China Breaks New Ground in Leather Technology"	"All Africa"	"2 June 2008"
1558	3110	"China Brings in Supplies"	"All Africa"	"4 June 2004"
1110	2300	"CHINA BUILDING SOLID ROAD TO KENYA RELATIONS"	"China Daily"	"11 October 2007"
663	1465	"China builds African empire;Special Report"	"The Sunday Times""www.timesonline.co.uk/chinabusiness   [http://www.timesonline.co.uk/chinabusiness]"	"18 November 2007"
1796	3561	"China Builds Clothing Factory in Morocco."	"Xinhua News Agency"	"19 January 2001"
1789	3549	"China business: Risk briefing for Chinese businessmen abroad"	"Economist Intelligence Unit - ViewsWire"	"22 January 2008"
16196	5436	"China buys in to s. African mine"	"National Post"	"3 October 2006"
1285	2639	"China CAMC Clinches CNY430 Grid Contract from Kenya"	"SinoCast Investment &amp; Securities Beat"	"25 November 2010"
594	1349	"China Cancels $123 Million Of Ethiopia's Debt"	"Dow Jones International News"	"22 June 2001"
2117	4134	"China Cancels $40m Debt."	"All Africa"	"25 July 2001"
12814	5058	"China cancels $75 mln of Congo Republic debt."	"Reuters News"	"25 May 2001"
12821	5059	"China cancels $75 mln of Congo Republic debt."	"Reuters News"	"25 May 2001"
334	816	"China cancels $75 mln of Congo Republic debt."	"Reuters News"	"25 May 2001"
2120	4138	"China cancels 30m dollars of Zambia's debt."	"BBC Monitoring Africa - Economic"	"24 July 2001"
521	1214	"China Cancels Africa's Debts"	"All Africa"	"17 December 2003"
347	840	"China cancels Cameroon’s debts"	"APANEWS"	"14 August 2010"
996	2084	"China Cancels Part of Mozambique's Debt."	"Xinhua News Agency"	"11 July 2001"
2305	4459	"China cancels Zambia's debts"	"BBC Monitoring Africa"	"4 February 2007"
2306	4463	"China cancels Zambia's debts"	"BBC Monitoring Africa"	"4 February 2007"
14502	5242	"China cancels Zanzibar debt worth 7bn shillings."	"BBC Monitoring Africa - Political"	"11 June 2001"
1369	2773	"China cancels Zanzibar debt worth 7bn shillings."	"BBC Monitoring Africa - Political"	"11 June 2001"
1361	2764	"China cancels Zanzibar debt worth 7bn shillings."	"BBC Monitoring Africa - Political"	"11 June 2001"
244	639	"China cash to help Senegal end power cuts"	"Reuters News"	"12 June 2007"
138	342	"China cash to help Senegal end power cuts"	"Reuters News"	"12 June 2007"
1755	3495	"China cash to help Senegal end power cuts"	"Reuters News"	"12 June 2007"
1303	2675	"China Chips in At Outapi"	"All Africa"	"13 September 2006"
11483	4913	"China Clarifies Its Namibian Interests"	"All Africa"	"20 April 2007"
1317	2697	"China Clarifies Its Namibian Interests"	"All Africa"	"20 April 2007"
11492	4916	"China Clarifies Its Namibian Interests"	"All Africa"	"20 April 2007"
16801	5571	"China Commits $ 4.5m to Agricultural Research"	"All Africa"	"6 April 2009"
2013	3948	"China Commits $ 4.5m to Agricultural Research"	"All Africa"	"6 April 2009"
14245	5213	"China Committed to Supporting Uganda's Development Program Premier Jiabao"	"Targeted News Service""http://www.statehouse.go.ug/uploads/Jiabao2.jpg [http://www.statehouse.go.ug/uploads/Jiabao2.jpg]"	"9 November 2009"
14235	5212	"China Committed to Supporting Uganda's Development Program Premier Jiabao"	"Targeted News Service""http://www.statehouse.go.ug/uploads/Jiabao2.jpg [http://www.statehouse.go.ug/uploads/Jiabao2.jpg]"	"9 November 2009"
2231	4324	"China committing 266 million to developing Sierra Leone beachfront"	"Agence France Presse"	"6 May 2004"
53	118	"China Confirms Assistance to Sierratel"	"All Africa"	"9 July 2008"
2255	4368	"China Confirms Assistance to Sierratel"	"All Africa"	"9 July 2008"
2402	4644	"China confirms engineers to join Darfur peacekeepers"	"Agence France Presse"	"8 May 2007"
16748	5561	"China deal aids Africa footprint"	"Business Day"	"14 October 2010"
16681	5543	"China deal aids Africa footprint"	"Business Day"	"14 October 2010"
19218	5987	"China Deal Still On - MMCZ Boss"	"All Africa"	"26 April 2007"
851	1842	"China deal to double Ivory Coast manganese output"	"Reuters News"	"24 September 2009"
1552	3089	"China decides to send peacekeepers to new ally Liberia."	"Agence France Presse"	"19 November 2003"
2289	4434	"China delivers two planes to Zambia"	"Xinhua News Agency"	"18 August 2006"
19333	6003	"China denies stopping aid to Zimbabwe"	"Xinhua News Agency"	"4 September 2007"
19339	6004	"China denies stopping aid to Zimbabwe"	"Xinhua News Agency"	"4 September 2007"
1264	2596	"China Dep't Bank Gives Kenya's Equity Bank USD51mn Loan"	"SinoCast Energy Beat"	"25 November 2010"
721	1583	"China Desirous of Sharing Auditing Experience With Ethiopia"	"All Africa"	"26 April 2006"
18271	5819	"China Development Bank deputy governor on three-day visit to Zimbabwe"	"BBC Monitoring Africa"	"23 October 2005"
12324	5018	"China diversifies cooperation in Burundi"	"BBC Monitoring Africa"	"9 October 2008"
12298	5014	"China diversifies cooperation in Burundi"	"BBC Monitoring Africa"	"9 October 2008"
12303	5016	"China diversifies cooperation in Burundi"	"BBC Monitoring Africa"	"9 October 2008"
329	804	"China diversifies cooperation in Burundi"	"BBC Monitoring Africa"	"9 October 2008"
825	1794	"China diversifies cooperation in Burundi"	"BBC Monitoring Africa"	"9 October 2008"
327	801	"China diversifies cooperation in Burundi"	"BBC Monitoring Africa"	"9 October 2008"
12353	5021	"China diversifies cooperation in Burundi"	"BBC Monitoring Africa"	"9 October 2008"
340	825	"China diversifies cooperation in Burundi"	"BBC Monitoring Africa"	"9 October 2008"
12292	5011	"China diversifies cooperation in Burundi"	"BBC Monitoring Africa"	"9 October 2008"
1994	3910	"China Donates $5.5m Drugs to Country"	"All Africa"	"6 November 2007"
1980	3889	"China Donates $50,000 to Earthquake Victims"	"All Africa"	"14 April 2008"
1861	3680	"China Donates $50,000 to Earthquake Victims"	"All Africa"	"14 April 2008"
1981	3890	"China Donates $50,000 to Earthquake Victims"	"All Africa"	"14 April 2008"
1860	3675	"China Donates $50,000 to Earthquake Victims"	"All Africa"	"14 April 2008"
1982	3891	"China Donates $50,000 to Earthquake Victims"	"All Africa"	"14 April 2008"
16801	5573	"China Donates $50,000 to Earthquake Victims"	"All Africa"	"14 April 2008"
2126	4147	"China Donates $8.4m for Government Complex."	"All Africa"	"31 January 2002"
2176	4248	"China donates 1,640 tonnes of fertilizer to Togo"	"BBC Monitoring Africa"	"17 March 2006"
1874	3702	"China donates 1.6bn francs to boost rice production in northeast."	"BBC Monitoring Africa - Economic"	"7 October 2001"
18721	5879	"China donates 100 computers to Zimbabwe"	"BBC Monitoring Asia Pacific"	"13 July 2006"
11465	4905	"China donates 100,000 dollars to Uganda for flood relief"	"BBC Monitoring Asia Pacific"	"21 December 2007"
18770	5887	"China donates 180 solar water heaters to Zimbabwe"	"Xinhua News Agency"	"24 August 2006"
2280	4418	"China donates 1m dollars to Somali peace process in Kenya"	"BBC Monitoring Africa"	"29 July 2004"
1772	3527	"China donates 1m dollars to Tanzania on food shortage"	"Xinhua News Agency"	"12 April 2006"
555	1289	"China donates 2,000 metric tonnes of maize."	"BBC Monitoring Africa"	"30 March 2003"
2178	4250	"China donates 2,500 tonnes of maize to Togo"	"BBC Monitoring Africa"	"8 June 2006"
2473	4767	"China Donates 200 Million RMB to Country [press release]"	"All Africa"	"25 October 2011"
24574	6762	"China Donates 200 Million RMB to Country [press release]"	"All Africa"	"25 October 2011"
14359	5228	"China donates 244,000 doses of anti-malarial drugs to Uganda"	"Xinhua News Agency"	"18 January 2010"
2141	4189	"China donates 30,000 US dollars to assist refugees."	"BBC Monitoring Middle East"	"7 June 2000"
1359	7209	"China Donates 4.6 Million Dollar Water Project to Tanzania."	"Xinhua News Agency"	"12 October 2000"
2379	4594	"China donates 500,000 USD humanitarian aid to Somalia"	"Xinhua News Agency"	"22 January 2008"
2346	4527	"China Donates 65 Vehicles"	"All Africa"	"13 April 2012"
1359	7211	"China donates about 2.8m dollars for water projects."	"BBC Monitoring Africa - Economic"	"28 February 2002"
238	624	"China donates about 2.8m dollars for water projects."	"BBC Monitoring Africa - Economic"	"28 February 2002"
115	268	"China donates about 2.8m dollars for water projects."	"BBC Monitoring Africa - Economic"	"28 February 2002"
30017	7212	"China donates about 2.8m dollars for water projects."	"BBC Monitoring Africa - Economic"	"28 February 2002"
1371	2775	"China donates about 2.8m dollars for water projects."	"BBC Monitoring Africa - Economic"	"28 February 2002"
1920	3782	"China donates acrobatics props to Tanzanian arts institute"	"Xinhua News Agency"	"1 September 2010"
22343	6572	"China Donates Agricultural Equipment"	"All Africa"	"22 September 2011"
28021	6931	"China Donates Agricultural Equipment"	"All Africa"	"22 September 2011"
22333	6569	"China Donates Agricultural Equipment"	"All Africa"	"22 September 2011"
16613	5529	"China Donates Agricultural Equipment to Zimbabwe."	"Xinhua News Agency"	"9 April 2001"
1518	3030	"China donates agricultural machinery to Tanzania"	"Industry Updates"	"16 November 2005"
1631	3256	"China Donates Anti-Malaria Drugs"	"All Africa"	"13 March 2007"
1647	3281	"China Donates Anti-Malaria Drugs"	"All Africa"	"13 March 2007"
1025	2135	"China donates anti-malaria drugs to Kenya."	"Xinhua News Agency"	"19 September 2003"
1515	3027	"China donates anti-malaria drugs to Tanzania"	"Industry Updates"	"11 May 2005"
1864	3686	"China donates anti-malaria drugs worth 136,000 dollars to Ghana"	"BBC Monitoring Africa"	"5 September 2007"
1521	3034	"China donates anti-malarial drugs to Tanzania"	"Xinhua News Agency"	"2 December 2005"
1022	2131	"China donates anti-TB medicine to Kenya."	"Xinhua News Agency"	"8 November 2002"
15711	5364	"China donates computer equipment to Niger election watchdog"	"APANEWS"	"13 December 2010"
768	1678	"China Donates Computers to AIM."		"18 June 2003"
51	111	"China donates computers to Angola."	"BBC Monitoring Asia Pacific - Political"	"8 March 2002"
1550	3076	"China donates computers to Malian parliament"	"Xinhua News Agency"	"5 July 2011"
1231	2540	"China Donates Computers to Mozambican Parliament"	"All Africa"	"13 April 2010"
